QueryRegionName	chr	start	end	name	class	activity_base	TargetGene	TargetGeneTSS	TargetGeneExpression	TargetGenePromoterActivityQuantile	TargetGeneIsExpressed	distance	isSelfPromoter	hic_contact	powerlaw_contact	powerlaw_contact_reference	hic_contact_pl_scaled	hic_pseudocount	hic_contact_pl_scaled_adj	ABC.Score.Numerator	ABC.Score	powerlaw.Score.Numerator	powerlaw.Score	CellType	variant.chr	variant.start	variant.end	isOwnTSS	TargetGeneIsCoding	CredibleSet	Disease	pvalue	PosteriorProb	BestSNP	Coding	SpliceSite	Promoter	LocusID	Disease2
rs140681455	chr1	78444763	78444764	promoter|chr1:78443796-78445413	promoter	44.038273	FUBP1	78444889	NA	0.993849	True	284.5	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.325528	0.633869	5.435911	0.753574	CD34-positive_mobilized-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443796-78445413	promoter	44.038273	DNAJB4	78444841	NA	0.994052	True	236.5	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.325528	0.633868	5.435911	0.753769	CD34-positive_mobilized-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443796-78445413	promoter	44.038273	NEXN-AS1	78355224	NA	0.472462	True	89380.5	False	0.001574	0.010059	0.010047	0.001572	0.001216	0.002788	0.122769	0.164411	0.442452	0.253882	CD34-positive_mobilized-Roadmap	chr1	78444763	78444764	FALSE	FALSE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443796-78445413	promoter	44.038273	NEXN	78354199	NA	0.475803	True	90405.5	False	0.001998	0.009959	0.009948	0.001996	0.001216	0.003211	0.141429	0.175267	0.438085	0.252612	CD34-positive_mobilized-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443796-78445413	promoter	44.038273	USP33	78225564	NA	0.658058	True	219040.5	False	0.002036	0.004591	0.004606	0.002043	0.001216	0.003259	0.143503	0.140349	0.202859	0.087627	CD34-positive_mobilized-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443796-78445413	promoter	44.038273	AK5	77748286	NA	0.440423	True	696318.5	False	0.00046	0.001669	0.001684	0.000464	0.001216	0.00168	0.073996	0.111894	0.074167	0.069618	CD34-positive_mobilized-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	PIGK	77685132	NA	0.631049	True	759471	False	0.000172	0.001547	0.001562	0.000174	0.001216	0.00139	0.056532	0.10339	0.063524	0.062693	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	USP33	78225564	NA	0.623391	True	219039	False	0.002036	0.004591	0.004606	0.002043	0.001216	0.003259	0.132554	0.153567	0.187382	0.095418	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	MIGA1	78245308	NA	0.624898	True	199295	False	0.001194	0.004987	0.005001	0.001197	0.001216	0.002413	0.098147	0.131257	0.203432	0.111415	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	NEXN	78354199	NA	0.610844	True	90404	False	0.001998	0.009959	0.009948	0.001996	0.001216	0.003211	0.130638	0.170062	0.404666	0.21499	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	NEXN-AS1	78355224	NA	0.483991	True	89379	False	0.001574	0.010059	0.010047	0.001572	0.001216	0.002788	0.113402	0.159992	0.4087	0.216164	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	FALSE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	DNAJB4	78444841	NA	0.992749	True	238	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.224394	0.667075	5.021163	0.776667	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	FUBP1	78444889	NA	0.991527	True	286	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.224394	0.667076	5.021163	0.776548	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	IFI44	79115473	NA	0.500122	True	670870	False	0.000651	0.001724	0.00174	0.000657	0.001216	0.001873	0.07618	0.138803	0.070763	0.070519	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	IFI44L	79086066	NA	0.44802	True	641463	False	0.00056	0.001793	0.001809	0.000565	0.001216	0.001781	0.072453	0.134191	0.073577	0.086409	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443797-78445409	promoter	40.678257	GIPC2	78511588	NA	0.761691	True	66985	False	0.002765	0.012946	0.012913	0.002758	0.001216	0.003974	0.161643	0.114757	0.525264	0.119194	small_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443798-78445404	promoter	59.306909	NEXN	78354199	NA	0.497067	True	90402	False	0.001998	0.009959	0.009948	0.001996	0.001216	0.003211	0.190464	0.182825	0.589994	0.279638	natural_killer_cell-Corces2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443798-78445404	promoter	59.306909	NEXN-AS1	78355224	NA	0.438162	True	89377	False	0.001574	0.010059	0.010047	0.001572	0.001216	0.002788	0.165335	0.16583	0.595876	0.282664	natural_killer_cell-Corces2016	chr1	78444763	78444764	FALSE	FALSE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443798-78445404	promoter	59.306909	DNAJB4	78444841	NA	0.994215	True	240	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.785106	0.650314	7.320611	0.793115	natural_killer_cell-Corces2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443798-78445404	promoter	59.306909	FUBP1	78444889	NA	0.993604	True	288	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.785106	0.650314	7.320611	0.793259	natural_killer_cell-Corces2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443798-78445404	promoter	59.306909	GIPC2	78511588	NA	0.476943	True	66987	False	0.002765	0.012946	0.012912	0.002758	0.001216	0.003974	0.235668	0.219193	0.765789	0.321532	natural_killer_cell-Corces2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443798-78445404	promoter	59.306909	MIGA1	78245308	NA	0.683477	True	199293	False	0.001194	0.004987	0.005001	0.001197	0.001216	0.002413	0.143094	0.122919	0.296597	0.103342	natural_killer_cell-Corces2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443798-78445404	promoter	59.306909	USP33	78225564	NA	0.795258	True	219037	False	0.002036	0.004591	0.004606	0.002043	0.001216	0.003259	0.193258	0.122224	0.273196	0.072188	natural_killer_cell-Corces2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	PIGK	77685132	NA	0.725477	True	759501.5	False	0.000172	0.001547	0.001562	0.000174	0.001216	0.00139	0.066139	0.103086	0.074316	0.051232	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	AK5	77748286	NA	0.508881	True	696347.5	False	0.00046	0.001669	0.001684	0.000464	0.001216	0.00168	0.079965	0.135552	0.080146	0.071353	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	ZZZ3	78148343	NA	0.925615	True	296290.5	False	0.001468	0.003525	0.003542	0.001476	0.001216	0.002691	0.128085	0.115005	0.168557	0.047291	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	MIGA1	78245308	NA	0.702175	True	199325.5	False	0.001194	0.004986	0.005	0.001197	0.001216	0.002413	0.114825	0.152224	0.237969	0.119477	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	USP33	78225564	NA	0.685147	True	219069.5	False	0.002036	0.004591	0.004606	0.002043	0.001216	0.003259	0.155079	0.162299	0.219197	0.088319	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	NEXN	78354199	NA	0.407406	True	90434.5	False	0.001998	0.009956	0.009945	0.001996	0.001216	0.003212	0.152837	0.241097	0.47329	0.347921	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	DNAJB4	78444841	NA	0.99613	True	207.5	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.432451	0.729888	5.874393	0.840038	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	FUBP1	78444889	NA	0.996049	True	255.5	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.432451	0.729888	5.874393	0.839952	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	GIPC2	78511588	NA	0.429159	True	66954.5	False	0.002765	0.012951	0.012918	0.002758	0.001216	0.003974	0.18911	0.286367	0.614764	0.402015	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	IFI44L	79086066	NA	0.558416	True	641432.5	False	0.00056	0.001793	0.001809	0.000565	0.001216	0.001781	0.084764	0.13215	0.086084	0.0656	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443802-78445465	promoter	47.590575	IFI44	79115473	NA	0.583836	True	670839.5	False	0.000651	0.001724	0.00174	0.000657	0.001216	0.001873	0.089125	0.138624	0.082791	0.054888	CD56-positive_natural_killer_cells-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443803-78446203	promoter	44.979301	PIGK	77685132	NA	0.724825	True	759871	False	0.000403	0.001546	0.001561	0.000407	0.001216	0.001623	0.073005	0.104155	0.070209	0.046435	T-cell-ENCODE	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443803-78446203	promoter	44.979301	ZZZ3	78148343	NA	0.94358	True	296660	False	0.001639	0.003521	0.003538	0.001647	0.001216	0.002863	0.128768	0.108591	0.159136	0.043395	T-cell-ENCODE	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443803-78446203	promoter	44.979301	USP33	78225564	NA	0.673904	True	219439	False	0.001206	0.004584	0.004599	0.00121	0.001216	0.002425	0.109097	0.117492	0.206866	0.092217	T-cell-ENCODE	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443803-78446203	promoter	44.979301	MIGA1	78245308	NA	0.717655	True	199695	False	0.001248	0.004978	0.004992	0.001252	0.001216	0.002468	0.110987	0.134074	0.22455	0.106341	T-cell-ENCODE	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443803-78446203	promoter	44.979301	NEXN	78354199	NA	0.407487	True	90804	False	0.001537	0.00992	0.00991	0.001535	0.001216	0.002751	0.123736	0.170996	0.445737	0.275927	T-cell-ENCODE	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443803-78446203	promoter	44.979301	DNAJB4	78444841	NA	0.996741	True	162	True	0.015984	0.125372	0.123436	0.015737	0.001216	0.016953	0.76252	0.521125	5.552067	0.771938	T-cell-ENCODE	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443803-78446203	promoter	44.979301	FUBP1	78444889	NA	0.996374	True	114	True	0.015984	0.125372	0.123436	0.015737	0.001216	0.016953	0.76252	0.521125	5.552067	0.771912	T-cell-ENCODE	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443803-78446203	promoter	44.979301	IFI44L	79086066	NA	0.662498	True	641063	False	0.000649	0.001794	0.00181	0.000654	0.001216	0.00187	0.084121	0.10102	0.081401	0.043446	T-cell-ENCODE	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443803-78446203	promoter	44.979301	IFI44	79115473	NA	0.692113	True	670470	False	0.000539	0.001725	0.00174	0.000544	0.001216	0.001759	0.079135	0.101158	0.078286	0.039733	T-cell-ENCODE	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443808-78445360	promoter	31.997106	NEXN	78354199	NA	0.480039	True	90385	False	0.001998	0.009961	0.00995	0.001996	0.001216	0.003211	0.102759	0.148518	0.318364	0.258542	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443808-78445360	promoter	31.997106	DNAJB4	78444841	NA	0.981058	True	257	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	0.963096	0.633529	3.949596	0.816937	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443808-78445360	promoter	31.997106	FUBP1	78444889	NA	0.978084	True	305	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	0.963096	0.63353	3.949596	0.816848	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443808-78445360	promoter	31.997106	GIPC2	78511588	NA	0.478797	True	67004	False	0.002765	0.012943	0.012909	0.002758	0.001216	0.003974	0.127147	0.18888	0.413065	0.314592	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443812-78445455	promoter	46.734419	DNAJB4	78444841	NA	0.993645	True	207.5	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.406681	0.608775	5.768712	0.734726	mammary_epithelial_cell-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443812-78445455	promoter	46.734419	FUBP1	78444889	NA	0.993278	True	255.5	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.406681	0.608775	5.768712	0.734587	mammary_epithelial_cell-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443812-78445455	promoter	46.734419	NEXN-AS1	78355224	NA	0.688406	True	89409.5	False	0.001574	0.010056	0.010044	0.001572	0.001216	0.002788	0.130285	0.113491	0.469408	0.169709	mammary_epithelial_cell-Roadmap	chr1	78444763	78444764	FALSE	FALSE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443812-78445455	promoter	46.734419	NEXN	78354199	NA	0.546032	True	90434.5	False	0.001998	0.009956	0.009945	0.001996	0.001216	0.003212	0.150088	0.134378	0.464776	0.168265	mammary_epithelial_cell-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443812-78445455	promoter	46.734419	MIGA1	78245308	NA	0.596016	True	199325.5	False	0.001194	0.004986	0.005	0.001197	0.001216	0.002413	0.11276	0.115568	0.233688	0.108946	mammary_epithelial_cell-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443812-78445455	promoter	46.734419	USP33	78225564	NA	0.684781	True	219069.5	False	0.002036	0.004591	0.004606	0.002043	0.001216	0.003259	0.152289	0.128523	0.215254	0.082445	mammary_epithelial_cell-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443812-78445455	promoter	46.734419	IFI44	79115473	NA	0.486516	True	670839.5	False	0.000651	0.001724	0.00174	0.000657	0.001216	0.001873	0.087521	0.115843	0.081302	0.072789	mammary_epithelial_cell-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443812-78445455	promoter	46.734419	AK5	77748286	NA	0.414759	True	696347.5	False	0.00046	0.001669	0.001684	0.000464	0.001216	0.00168	0.078526	0.109914	0.078704	0.077378	mammary_epithelial_cell-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443817-78445415	promoter	53.103404	GIPC2	78511588	NA	0.519554	True	66972	False	0.002765	0.012948	0.012915	0.002758	0.001216	0.003974	0.211017	0.177194	0.685821	0.269865	CD4-positive_helper_T_cell-Corces2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443817-78445415	promoter	53.103404	DNAJB4	78444841	NA	0.99613	True	225	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.598384	0.58439	6.554875	0.751534	CD4-positive_helper_T_cell-Corces2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443817-78445415	promoter	53.103404	FUBP1	78444889	NA	0.995723	True	273	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.598384	0.584389	6.554875	0.751638	CD4-positive_helper_T_cell-Corces2016	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443822-78445625	promoter	47.203469	FUBP1	78444889	NA	0.996252	True	165.5	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.420799	0.630198	5.82661	0.733172	large_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443822-78445625	promoter	47.203469	DNAJB4	78444841	NA	0.996537	True	117.5	True	0.029337	0.125372	0.123436	0.028884	0.001216	0.030099	1.420799	0.630197	5.82661	0.733309	large_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443822-78445625	promoter	47.203469	NEXN-AS1	78355224	NA	0.524971	True	89499.5	False	0.001574	0.010047	0.010035	0.001572	0.001216	0.002788	0.131593	0.146366	0.473704	0.189169	large_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	FALSE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443822-78445625	promoter	47.203469	NEXN	78354199	NA	0.677856	True	90524.5	False	0.001998	0.009947	0.009936	0.001996	0.001216	0.003212	0.151594	0.146131	0.469034	0.187961	large_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443822-78445625	promoter	47.203469	MIGA1	78245308	NA	0.599356	True	199415.5	False	0.001194	0.004984	0.004998	0.001197	0.001216	0.002413	0.113892	0.133598	0.235941	0.126257	large_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443822-78445625	promoter	47.203469	USP33	78225564	NA	0.603878	True	219159.5	False	0.002036	0.004589	0.004604	0.002043	0.001216	0.003259	0.153818	0.159446	0.217336	0.102948	large_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
rs140681455	chr1	78444763	78444764	promoter|chr1:78443822-78445625	promoter	47.203469	IFI44	79115473	NA	0.405125	True	670749.5	False	0.000651	0.001724	0.00174	0.000657	0.001216	0.001873	0.0884	0.159698	0.082127	0.135998	large_intestine_fetal-Roadmap	chr1	78444763	78444764	FALSE	TRUE	Huang2017-nonFm9	IBD	NA	0.25	rs17391694	FALSE	FALSE	TRUE	16	IBD
