chrPerturbationTarget	startPerturbationTarget	endPerturbationTarget	chrTSS	startTSS	endTSS	GeneSymbol	EffectSize	Significant	Regulated	IncludeInModel	Reason	CellType	padj	PowerAtEffectSize=0.25	EffectSize95ConfidenceIntervalLow	EffectSize95ConfidenceIntervalHigh	name	Reference	expt.class
chr3	128957705	128958225	chr3	129035120	129035120	H1FX	0.014017635	FALSE	FALSE	TRUE	NA	K562	0.965229833426	NA	NA	NA	chr3:128957705-128958225|H1FX|K562	Fulco2019	distal
chr3	128964465	128965005	chr3	129035120	129035120	H1FX	-0.117867829	TRUE	TRUE	TRUE	NA	K562	0.00540082223452	NA	NA	NA	chr3:128964465-128965005|H1FX|K562	Fulco2019	distal
chr3	128968125	128968702	chr3	129035120	129035120	H1FX	0.004734369	FALSE	FALSE	FALSE	PromoterElement	K562	0.973977597806	NA	NA	NA	chr3:128968125-128968702|H1FX|K562	Fulco2019	tss
chr3	128997445	128998066	chr3	129035120	129035120	H1FX	-0.019511492	FALSE	FALSE	FALSE	PromoterElement	K562	0.8567872203910001	NA	NA	NA	chr3:128997445-128998066|H1FX|K562	Fulco2019	tss
chr3	128998365	128998905	chr3	129035120	129035120	H1FX	-0.057740659	FALSE	FALSE	TRUE	NA	K562	0.37064814297399995	NA	NA	NA	chr3:128998365-128998905|H1FX|K562	Fulco2019	genic
chr3	129024465	129024965	chr3	129035120	129035120	H1FX	-0.149117083	TRUE	TRUE	TRUE	NA	K562	5.3037241647300005e-08	NA	NA	NA	chr3:129024465-129024965|H1FX|K562	Fulco2019	distal
chr3	129046285	129046785	chr3	129035120	129035120	H1FX	-0.060983842	FALSE	FALSE	TRUE	NA	K562	0.666051957357	NA	NA	NA	chr3:129046285-129046785|H1FX|K562	Fulco2019	distal
chr3	129047445	129047945	chr3	129035120	129035120	H1FX	-0.053944553	FALSE	FALSE	TRUE	NA	K562	0.666051957357	NA	NA	NA	chr3:129047445-129047945|H1FX|K562	Fulco2019	distal
chr3	129063325	129063825	chr3	129035120	129035120	H1FX	-0.018554167	FALSE	FALSE	TRUE	NA	K562	0.8567872203910001	NA	NA	NA	chr3:129063325-129063825|H1FX|K562	Fulco2019	distal
chr3	129079865	129080365	chr3	129035120	129035120	H1FX	-0.04794726	FALSE	FALSE	TRUE	NA	K562	0.888949432708	NA	NA	NA	chr3:129079865-129080365|H1FX|K562	Fulco2019	distal
chr3	129102085	129102585	chr3	129035120	129035120	H1FX	-0.002429025	FALSE	FALSE	TRUE	NA	K562	0.9868903534319999	NA	NA	NA	chr3:129102085-129102585|H1FX|K562	Fulco2019	genic
chr3	129104285	129104945	chr3	129035120	129035120	H1FX	-0.015690316	FALSE	FALSE	TRUE	NA	K562	0.922858087588	NA	NA	NA	chr3:129104285-129104945|H1FX|K562	Fulco2019	genic
chr3	129118032	129119345	chr3	129035120	129035120	H1FX	-0.050272026	FALSE	FALSE	FALSE	PromoterElement	K562	0.666051957357	NA	NA	NA	chr3:129118032-129119345|H1FX|K562	Fulco2019	tss
chr3	129132045	129133425	chr3	129035120	129035120	H1FX	-0.011909131	FALSE	FALSE	TRUE	NA	K562	0.922858087588	NA	NA	NA	chr3:129132045-129133425|H1FX|K562	Fulco2019	genic
chr3	129143005	129143505	chr3	129035120	129035120	H1FX	-0.017563481	FALSE	FALSE	TRUE	NA	K562	0.960432259451	NA	NA	NA	chr3:129143005-129143505|H1FX|K562	Fulco2019	genic
chr3	129147244	129148185	chr3	129035120	129035120	H1FX	-0.009061691	FALSE	FALSE	FALSE	PromoterElement	K562	0.922858087588	NA	NA	NA	chr3:129147244-129148185|H1FX|K562	Fulco2019	tss
chr3	129150825	129151345	chr3	129035120	129035120	H1FX	-0.003627768	FALSE	FALSE	TRUE	NA	K562	0.9856032598960001	NA	NA	NA	chr3:129150825-129151345|H1FX|K562	Fulco2019	genic
chr3	129158125	129159272	chr3	129035120	129035120	H1FX	-0.029244704	FALSE	FALSE	FALSE	PromoterElement	K562	0.739569989674	NA	NA	NA	chr3:129158125-129159272|H1FX|K562	Fulco2019	tss
chr3	129162925	129163465	chr3	129035120	129035120	H1FX	0.104982566	FALSE	FALSE	TRUE	NA	K562	0.09680294612439999	NA	NA	NA	chr3:129162925-129163465|H1FX|K562	Fulco2019	genic
chr3	129166985	129167525	chr3	129035120	129035120	H1FX	0.023752209	FALSE	FALSE	TRUE	NA	K562	0.922858087588	NA	NA	NA	chr3:129166985-129167525|H1FX|K562	Fulco2019	genic
chr3	129168525	129169705	chr3	129035120	129035120	H1FX	-0.027858455	FALSE	FALSE	TRUE	NA	K562	0.8567872203910001	NA	NA	NA	chr3:129168525-129169705|H1FX|K562	Fulco2019	genic
chr3	129180305	129181665	chr3	129035120	129035120	H1FX	-0.011579301	FALSE	FALSE	TRUE	NA	K562	0.910523180953	NA	NA	NA	chr3:129180305-129181665|H1FX|K562	Fulco2019	genic
chr3	129187685	129188305	chr3	129035120	129035120	H1FX	-0.025860475	FALSE	FALSE	TRUE	NA	K562	0.8567872203910001	NA	NA	NA	chr3:129187685-129188305|H1FX|K562	Fulco2019	genic
chr3	129199985	129200865	chr3	129035120	129035120	H1FX	-0.037658711	FALSE	FALSE	TRUE	NA	K562	0.8567872203910001	NA	NA	NA	chr3:129199985-129200865|H1FX|K562	Fulco2019	genic
chr3	129209005	129209505	chr3	129035120	129035120	H1FX	0.052983206	FALSE	FALSE	TRUE	NA	K562	0.666051957357	NA	NA	NA	chr3:129209005-129209505|H1FX|K562	Fulco2019	genic
chr3	129254745	129255245	chr3	129035120	129035120	H1FX	-0.022986112	FALSE	FALSE	TRUE	NA	K562	0.8567872203910001	NA	NA	NA	chr3:129254745-129255245|H1FX|K562	Fulco2019	distal
chr3	129305045	129305565	chr3	129035120	129035120	H1FX	-0.004494095	FALSE	FALSE	TRUE	NA	K562	0.973977597806	NA	NA	NA	chr3:129305045-129305565|H1FX|K562	Fulco2019	genic
chr3	129315565	129316065	chr3	129035120	129035120	H1FX	-0.012206233	FALSE	FALSE	TRUE	NA	K562	0.922858087588	NA	NA	NA	chr3:129315565-129316065|H1FX|K562	Fulco2019	genic
chr3	129318325	129318865	chr3	129035120	129035120	H1FX	-0.03450804	FALSE	FALSE	TRUE	NA	K562	0.7245471263850001	NA	NA	NA	chr3:129318325-129318865|H1FX|K562	Fulco2019	genic
chr3	129321905	129322905	chr3	129035120	129035120	H1FX	-0.029947604	FALSE	FALSE	TRUE	NA	K562	0.7245471263850001	NA	NA	NA	chr3:129321905-129322905|H1FX|K562	Fulco2019	genic
chr3	129325332	129326225	chr3	129035120	129035120	H1FX	-0.03670713	FALSE	FALSE	FALSE	PromoterElement	K562	0.7245471263850001	NA	NA	NA	chr3:129325332-129326225|H1FX|K562	Fulco2019	tss
chr3	129327385	129327945	chr3	129035120	129035120	H1FX	0.006087931	FALSE	FALSE	TRUE	NA	K562	0.973977597806	NA	NA	NA	chr3:129327385-129327945|H1FX|K562	Fulco2019	distal
chr3	129331285	129331785	chr3	129035120	129035120	H1FX	0.017853432	FALSE	FALSE	TRUE	NA	K562	0.922858087588	NA	NA	NA	chr3:129331285-129331785|H1FX|K562	Fulco2019	distal
chr3	129331825	129332325	chr3	129035120	129035120	H1FX	-0.031150561	FALSE	FALSE	TRUE	NA	K562	0.810288669462	NA	NA	NA	chr3:129331825-129332325|H1FX|K562	Fulco2019	distal
chr3	129333625	129334165	chr3	129035120	129035120	H1FX	0.018846208	FALSE	FALSE	TRUE	NA	K562	0.8567872203910001	NA	NA	NA	chr3:129333625-129334165|H1FX|K562	Fulco2019	distal
chr3	129345465	129345965	chr3	129035120	129035120	H1FX	-0.005297602	FALSE	FALSE	TRUE	NA	K562	0.973977597806	NA	NA	NA	chr3:129345465-129345965|H1FX|K562	Fulco2019	distal
chr3	129346665	129347165	chr3	129035120	129035120	H1FX	0.022102858	FALSE	FALSE	TRUE	NA	K562	0.8567872203910001	NA	NA	NA	chr3:129346665-129347165|H1FX|K562	Fulco2019	distal
chr3	129369025	129369525	chr3	129035120	129035120	H1FX	0.002754402	FALSE	FALSE	TRUE	NA	K562	0.9868903534319999	NA	NA	NA	chr3:129369025-129369525|H1FX|K562	Fulco2019	genic
chr3	129376505	129377645	chr3	129035120	129035120	H1FX	-0.0598211	FALSE	FALSE	TRUE	NA	K562	0.666051957357	NA	NA	NA	chr3:129376505-129377645|H1FX|K562	Fulco2019	genic
chr3	129391845	129392345	chr3	129035120	129035120	H1FX	-0.017004156	FALSE	FALSE	TRUE	NA	K562	0.922858087588	NA	NA	NA	chr3:129391845-129392345|H1FX|K562	Fulco2019	genic
chr3	129405805	129406325	chr3	129035120	129035120	H1FX	0.048064137	FALSE	FALSE	TRUE	NA	K562	0.801475540949	NA	NA	NA	chr3:129405805-129406325|H1FX|K562	Fulco2019	genic
chr3	129409145	129409665	chr3	129035120	129035120	H1FX	0.169512237	TRUE	FALSE	TRUE	NA	K562	0.00988689591057	NA	NA	NA	chr3:129409145-129409665|H1FX|K562	Fulco2019	genic
chr3	129418005	129418505	chr3	129035120	129035120	H1FX	-0.121989393	FALSE	FALSE	TRUE	NA	K562	0.666051957357	NA	NA	NA	chr3:129418005-129418505|H1FX|K562	Fulco2019	genic
chr3	129487485	129488045	chr3	129035120	129035120	H1FX	-0.012053494	FALSE	FALSE	TRUE	NA	K562	0.94974388157	NA	NA	NA	chr3:129487485-129488045|H1FX|K562	Fulco2019	genic
chr3	129492705	129493305	chr3	129035120	129035120	H1FX	-0.055812468	FALSE	FALSE	TRUE	NA	K562	0.840075530853	NA	NA	NA	chr3:129492705-129493305|H1FX|K562	Fulco2019	genic
chr3	129512725	129513245	chr3	129035120	129035120	H1FX	-0.013410353	FALSE	FALSE	TRUE	NA	K562	0.922858087588	NA	NA	NA	chr3:129512725-129513245|H1FX|K562	Fulco2019	genic
chr3	129539405	129539905	chr3	129035120	129035120	H1FX	-0.065095712	FALSE	FALSE	TRUE	NA	K562	0.666051957357	NA	NA	NA	chr3:129539405-129539905|H1FX|K562	Fulco2019	genic
chr3	129543725	129544225	chr3	129035120	129035120	H1FX	-0.01301246	FALSE	FALSE	TRUE	NA	K562	0.922858087588	NA	NA	NA	chr3:129543725-129544225|H1FX|K562	Fulco2019	genic
chr3	129548265	129548865	chr3	129035120	129035120	H1FX	-0.005104028	FALSE	FALSE	TRUE	NA	K562	0.9856032598960001	NA	NA	NA	chr3:129548265-129548865|H1FX|K562	Fulco2019	genic
chr3	129550745	129551245	chr3	129035120	129035120	H1FX	0.078208045	FALSE	FALSE	TRUE	NA	K562	0.739569989674	NA	NA	NA	chr3:129550745-129551245|H1FX|K562	Fulco2019	genic
chr3	129555465	129556005	chr3	129035120	129035120	H1FX	-0.069764533	FALSE	FALSE	TRUE	NA	K562	0.278226754702	NA	NA	NA	chr3:129555465-129556005|H1FX|K562	Fulco2019	genic
chr3	129607505	129608025	chr3	129035120	129035120	H1FX	-0.000113734	FALSE	FALSE	TRUE	NA	K562	0.9998267633750001	NA	NA	NA	chr3:129607505-129608025|H1FX|K562	Fulco2019	genic
chr3	129612045	129612963	chr3	129035120	129035120	H1FX	0.011158979	FALSE	FALSE	FALSE	PromoterElement	K562	0.888949432708	NA	NA	NA	chr3:129612045-129612963|H1FX|K562	Fulco2019	tss
chr3	129645845	129646385	chr3	129035120	129035120	H1FX	0.03851398	FALSE	FALSE	TRUE	NA	K562	0.739569989674	NA	NA	NA	chr3:129645845-129646385|H1FX|K562	Fulco2019	distal
chr3	129655605	129656125	chr3	129035120	129035120	H1FX	-0.007261192	FALSE	FALSE	TRUE	NA	K562	0.9856032598960001	NA	NA	NA	chr3:129655605-129656125|H1FX|K562	Fulco2019	distal
chr3	129660945	129661485	chr3	129035120	129035120	H1FX	-0.004452071	FALSE	FALSE	TRUE	NA	K562	0.9856032598960001	NA	NA	NA	chr3:129660945-129661485|H1FX|K562	Fulco2019	distal
chr3	129692985	129693485	chr3	129035120	129035120	H1FX	0.002061739	FALSE	FALSE	FALSE	PromoterElement	K562	0.9908830563850001	NA	NA	NA	chr3:129692985-129693485|H1FX|K562	Fulco2019	tss
chr3	129767545	129768045	chr3	129035120	129035120	H1FX	0.005066573	FALSE	FALSE	TRUE	NA	K562	0.9856032598960001	NA	NA	NA	chr3:129767545-129768045|H1FX|K562	Fulco2019	distal
chr3	129776345	129776865	chr3	129035120	129035120	H1FX	-0.099696025	FALSE	FALSE	TRUE	NA	K562	0.739569989674	NA	NA	NA	chr3:129776345-129776865|H1FX|K562	Fulco2019	distal
chr3	129796425	129796945	chr3	129035120	129035120	H1FX	0.023559848	FALSE	FALSE	TRUE	NA	K562	0.9530928541399999	NA	NA	NA	chr3:129796425-129796945|H1FX|K562	Fulco2019	distal
chr3	129803365	129803905	chr3	129035120	129035120	H1FX	-0.022273115	FALSE	FALSE	TRUE	NA	K562	0.9096826403839999	NA	NA	NA	chr3:129803365-129803905|H1FX|K562	Fulco2019	genic
chr3	129812345	129813405	chr3	129035120	129035120	H1FX	0.007618804	FALSE	FALSE	TRUE	NA	K562	0.973977597806	NA	NA	NA	chr3:129812345-129813405|H1FX|K562	Fulco2019	genic
chr19	12313025	12313565	chr19	12917427	12917427	RNASEH2A	-0.00813934	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12313025-12313565|RNASEH2A|K562	Fulco2019	genic
chr19	12404485	12405065	chr19	12917427	12917427	RNASEH2A	0.02002532	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12404485-12405065|RNASEH2A|K562	Fulco2019	genic
chr19	12405464	12405965	chr19	12917427	12917427	RNASEH2A	-0.01864837	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12405464-12405965|RNASEH2A|K562	Fulco2019	tss
chr19	12441885	12442945	chr19	12917427	12917427	RNASEH2A	-0.03744405	FALSE	FALSE	TRUE	NA	K562	0.669607839867	NA	NA	NA	chr19:12441885-12442945|RNASEH2A|K562	Fulco2019	genic
chr19	12444284	12444845	chr19	12917427	12917427	RNASEH2A	0.00650132	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12444284-12444845|RNASEH2A|K562	Fulco2019	tss
chr19	12476225	12476805	chr19	12917427	12917427	RNASEH2A	0.00228903	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12476225-12476805|RNASEH2A|K562	Fulco2019	tss
chr19	12511838	12512405	chr19	12917427	12917427	RNASEH2A	0.02014899	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12511838-12512405|RNASEH2A|K562	Fulco2019	tss
chr19	12522625	12523145	chr19	12917427	12917427	RNASEH2A	0.03929102	FALSE	FALSE	TRUE	NA	K562	0.669607839867	NA	NA	NA	chr19:12522625-12523145|RNASEH2A|K562	Fulco2019	distal
chr19	12551676	12552205	chr19	12917427	12917427	RNASEH2A	-0.03496115	FALSE	FALSE	FALSE	PromoterElement	K562	0.669607839867	NA	NA	NA	chr19:12551676-12552205|RNASEH2A|K562	Fulco2019	tss
chr19	12595382	12595925	chr19	12917427	12917427	RNASEH2A	-0.00810879	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12595382-12595925|RNASEH2A|K562	Fulco2019	tss
chr19	12605985	12606485	chr19	12917427	12917427	RNASEH2A	-0.00108325	FALSE	FALSE	TRUE	NA	K562	0.988215804791	NA	NA	NA	chr19:12605985-12606485|RNASEH2A|K562	Fulco2019	distal
chr19	12632705	12633245	chr19	12917427	12917427	RNASEH2A	-0.0626732	FALSE	FALSE	TRUE	NA	K562	0.568024002236	NA	NA	NA	chr19:12632705-12633245|RNASEH2A|K562	Fulco2019	distal
chr19	12654525	12655045	chr19	12917427	12917427	RNASEH2A	-0.0545066	FALSE	FALSE	TRUE	NA	K562	0.669607839867	NA	NA	NA	chr19:12654525-12655045|RNASEH2A|K562	Fulco2019	genic
chr19	12655125	12655625	chr19	12917427	12917427	RNASEH2A	0.03411343	FALSE	FALSE	TRUE	NA	K562	0.807629690617	NA	NA	NA	chr19:12655125-12655625|RNASEH2A|K562	Fulco2019	genic
chr19	12662106	12662665	chr19	12917427	12917427	RNASEH2A	-0.00225373	FALSE	FALSE	FALSE	PromoterElement	K562	0.9841968893709999	NA	NA	NA	chr19:12662106-12662665|RNASEH2A|K562	Fulco2019	tss
chr19	12674785	12675285	chr19	12917427	12917427	RNASEH2A	0.0095278	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12674785-12675285|RNASEH2A|K562	Fulco2019	distal
chr19	12721373	12721981	chr19	12917427	12917427	RNASEH2A	0.02883854	FALSE	FALSE	FALSE	PromoterElement	K562	0.669607839867	NA	NA	NA	chr19:12721373-12721981|RNASEH2A|K562	Fulco2019	tss
chr19	12750825	12751345	chr19	12917427	12917427	RNASEH2A	-0.00211524	FALSE	FALSE	TRUE	NA	K562	0.9841968893709999	NA	NA	NA	chr19:12750825-12751345|RNASEH2A|K562	Fulco2019	distal
chr19	12758305	12758885	chr19	12917427	12917427	RNASEH2A	-0.01686983	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12758305-12758885|RNASEH2A|K562	Fulco2019	genic
chr19	12777325	12777867	chr19	12917427	12917427	RNASEH2A	-0.0127388	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12777325-12777867|RNASEH2A|K562	Fulco2019	tss
chr19	12780145	12780725	chr19	12917427	12917427	RNASEH2A	0.00102824	FALSE	FALSE	FALSE	PromoterElement	K562	0.9841968893709999	NA	NA	NA	chr19:12780145-12780725|RNASEH2A|K562	Fulco2019	tss
chr19	12782725	12783305	chr19	12917427	12917427	RNASEH2A	-0.00159608	FALSE	FALSE	TRUE	NA	K562	0.988215804791	NA	NA	NA	chr19:12782725-12783305|RNASEH2A|K562	Fulco2019	genic
chr19	12787065	12787585	chr19	12917427	12917427	RNASEH2A	0.03359999	FALSE	FALSE	TRUE	NA	K562	0.656828969122	NA	NA	NA	chr19:12787065-12787585|RNASEH2A|K562	Fulco2019	genic
chr19	12791925	12792425	chr19	12917427	12917427	RNASEH2A	-0.0239218	FALSE	FALSE	FALSE	PromoterElement	K562	0.898073294241	NA	NA	NA	chr19:12791925-12792425|RNASEH2A|K562	Fulco2019	tss
chr19	12792451	12792985	chr19	12917427	12917427	RNASEH2A	-0.01457799	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12792451-12792985|RNASEH2A|K562	Fulco2019	tss
chr19	12807205	12807765	chr19	12917427	12917427	RNASEH2A	-0.00406499	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12807205-12807765|RNASEH2A|K562	Fulco2019	tss
chr19	12813805	12814305	chr19	12917427	12917427	RNASEH2A	0.01219373	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12813805-12814305|RNASEH2A|K562	Fulco2019	tss
chr19	12827685	12828205	chr19	12917427	12917427	RNASEH2A	-0.01514019	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12827685-12828205|RNASEH2A|K562	Fulco2019	genic
chr19	12832705	12833225	chr19	12917427	12917427	RNASEH2A	0.00725412	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12832705-12833225|RNASEH2A|K562	Fulco2019	tss
chr19	12833305	12833805	chr19	12917427	12917427	RNASEH2A	-0.01101458	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12833305-12833805|RNASEH2A|K562	Fulco2019	tss
chr19	12834545	12835060	chr19	12917427	12917427	RNASEH2A	0.00585173	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12834545-12835060|RNASEH2A|K562	Fulco2019	tss
chr19	12845325	12845839	chr19	12917427	12917427	RNASEH2A	-0.01569874	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12845325-12845839|RNASEH2A|K562	Fulco2019	tss
chr19	12847665	12848522	chr19	12917427	12917427	RNASEH2A	-0.02401557	FALSE	FALSE	FALSE	PromoterElement	K562	0.7684853680079999	NA	NA	NA	chr19:12847665-12848522|RNASEH2A|K562	Fulco2019	tss
chr19	12868285	12868805	chr19	12917427	12917427	RNASEH2A	0.03215082	FALSE	FALSE	TRUE	NA	K562	0.656828969122	NA	NA	NA	chr19:12868285-12868805|RNASEH2A|K562	Fulco2019	genic
chr19	12871305	12871845	chr19	12917427	12917427	RNASEH2A	0.01552654	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12871305-12871845|RNASEH2A|K562	Fulco2019	distal
chr19	12876785	12877345	chr19	12917427	12917427	RNASEH2A	-0.00174462	FALSE	FALSE	TRUE	NA	K562	0.9841968893709999	NA	NA	NA	chr19:12876785-12877345|RNASEH2A|K562	Fulco2019	genic
chr19	12886184	12886825	chr19	12917427	12917427	RNASEH2A	-0.05900909	FALSE	FALSE	FALSE	PromoterElement	K562	0.170014253891	NA	NA	NA	chr19:12886184-12886825|RNASEH2A|K562	Fulco2019	tss
chr19	12888325	12888845	chr19	12917427	12917427	RNASEH2A	-0.05606044	FALSE	FALSE	TRUE	NA	K562	0.170014253891	NA	NA	NA	chr19:12888325-12888845|RNASEH2A|K562	Fulco2019	distal
chr19	12889945	12890545	chr19	12917427	12917427	RNASEH2A	-0.04963657	FALSE	FALSE	TRUE	NA	K562	0.36741088520000004	NA	NA	NA	chr19:12889945-12890545|RNASEH2A|K562	Fulco2019	distal
chr19	12893105	12893985	chr19	12917427	12917427	RNASEH2A	-0.0131189	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12893105-12893985|RNASEH2A|K562	Fulco2019	distal
chr19	12895265	12895785	chr19	12917427	12917427	RNASEH2A	-0.03245749	FALSE	FALSE	TRUE	NA	K562	0.905665961082	NA	NA	NA	chr19:12895265-12895785|RNASEH2A|K562	Fulco2019	distal
chr19	12900645	12901165	chr19	12917427	12917427	RNASEH2A	-0.0258688	FALSE	FALSE	TRUE	NA	K562	0.669607839867	NA	NA	NA	chr19:12900645-12901165|RNASEH2A|K562	Fulco2019	distal
chr19	12902005	12902559	chr19	12917427	12917427	RNASEH2A	-0.00331362	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12902005-12902559|RNASEH2A|K562	Fulco2019	tss
chr19	12904165	12904665	chr19	12917427	12917427	RNASEH2A	-0.0202906	FALSE	FALSE	TRUE	NA	K562	0.905665961082	NA	NA	NA	chr19:12904165-12904665|RNASEH2A|K562	Fulco2019	distal
chr19	12906845	12907745	chr19	12917427	12917427	RNASEH2A	-0.01737414	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12906845-12907745|RNASEH2A|K562	Fulco2019	genic
chr19	12912425	12912974	chr19	12917427	12917427	RNASEH2A	-0.10296076	TRUE	TRUE	FALSE	PromoterElement	K562	1.25883032346e-06	NA	NA	NA	chr19:12912425-12912974|RNASEH2A|K562	Fulco2019	tss
chr19	12935945	12936745	chr19	12917427	12917427	RNASEH2A	-0.03363055	FALSE	FALSE	TRUE	NA	K562	0.568024002236	NA	NA	NA	chr19:12935945-12936745|RNASEH2A|K562	Fulco2019	genic
chr19	12939125	12939705	chr19	12917427	12917427	RNASEH2A	-0.02504451	FALSE	FALSE	TRUE	NA	K562	0.898073294241	NA	NA	NA	chr19:12939125-12939705|RNASEH2A|K562	Fulco2019	genic
chr19	12941239	12941805	chr19	12917427	12917427	RNASEH2A	-0.01866656	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12941239-12941805|RNASEH2A|K562	Fulco2019	tss
chr19	12943165	12943725	chr19	12917427	12917427	RNASEH2A	0.00307495	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12943165-12943725|RNASEH2A|K562	Fulco2019	genic
chr19	12946045	12946545	chr19	12917427	12917427	RNASEH2A	-0.01044116	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12946045-12946545|RNASEH2A|K562	Fulco2019	tss
chr19	12947025	12947525	chr19	12917427	12917427	RNASEH2A	-0.0115283	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12947025-12947525|RNASEH2A|K562	Fulco2019	distal
chr19	12948705	12949508	chr19	12917427	12917427	RNASEH2A	-0.04016012	FALSE	FALSE	FALSE	PromoterElement	K562	0.610861006032	NA	NA	NA	chr19:12948705-12949508|RNASEH2A|K562	Fulco2019	tss
chr19	12951265	12951825	chr19	12917427	12917427	RNASEH2A	0.00390364	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12951265-12951825|RNASEH2A|K562	Fulco2019	genic
chr19	12951925	12952425	chr19	12917427	12917427	RNASEH2A	0.01085477	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12951925-12952425|RNASEH2A|K562	Fulco2019	genic
chr19	12958325	12958825	chr19	12917427	12917427	RNASEH2A	0.01944623	FALSE	FALSE	TRUE	NA	K562	0.942373016392	NA	NA	NA	chr19:12958325-12958825|RNASEH2A|K562	Fulco2019	genic
chr19	12977965	12978745	chr19	12917427	12917427	RNASEH2A	0.00372532	FALSE	FALSE	TRUE	NA	K562	0.972976817433	NA	NA	NA	chr19:12977965-12978745|RNASEH2A|K562	Fulco2019	genic
chr19	12983025	12983525	chr19	12917427	12917427	RNASEH2A	-0.00307619	FALSE	FALSE	TRUE	NA	K562	0.9841968893709999	NA	NA	NA	chr19:12983025-12983525|RNASEH2A|K562	Fulco2019	genic
chr19	12983645	12984185	chr19	12917427	12917427	RNASEH2A	-0.07184009	FALSE	FALSE	TRUE	NA	K562	0.170014253891	NA	NA	NA	chr19:12983645-12984185|RNASEH2A|K562	Fulco2019	genic
chr19	12992085	12992645	chr19	12917427	12917427	RNASEH2A	-0.00558856	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:12992085-12992645|RNASEH2A|K562	Fulco2019	tss
chr19	12993385	12993885	chr19	12917427	12917427	RNASEH2A	0.05570521	FALSE	FALSE	TRUE	NA	K562	0.725276057856	NA	NA	NA	chr19:12993385-12993885|RNASEH2A|K562	Fulco2019	distal
chr19	12994425	12994945	chr19	12917427	12917427	RNASEH2A	-0.06750804	FALSE	FALSE	TRUE	NA	K562	0.669607839867	NA	NA	NA	chr19:12994425-12994945|RNASEH2A|K562	Fulco2019	distal
chr19	12995825	12996325	chr19	12917427	12917427	RNASEH2A	-0.04517223	FALSE	FALSE	TRUE	NA	K562	0.38333475467	NA	NA	NA	chr19:12995825-12996325|RNASEH2A|K562	Fulco2019	genic
chr19	12996905	12998745	chr19	12917427	12917427	RNASEH2A	-0.1313704	TRUE	TRUE	FALSE	PromoterElement	K562	2.3290726431e-22	NA	NA	NA	chr19:12996905-12998745|RNASEH2A|K562	Fulco2019	tss
chr19	12999705	13000205	chr19	12917427	12917427	RNASEH2A	-0.06846714	FALSE	FALSE	TRUE	NA	K562	0.669607839867	NA	NA	NA	chr19:12999705-13000205|RNASEH2A|K562	Fulco2019	distal
chr19	13001505	13002192	chr19	12917427	12917427	RNASEH2A	-0.01415256	FALSE	FALSE	FALSE	PromoterElement	K562	0.972976817433	NA	NA	NA	chr19:13001505-13002192|RNASEH2A|K562	Fulco2019	tss
